期數,開獎日期,今彩539中獎號碼,備註
698,2009/09/02,"[2, 4, 7, 34, 38]",無
697,2009/09/01,"[2, 15, 22, 32, 35]",無
696,2009/08/31,"[1, 5, 16, 20, 38]",無
695,2009/08/28,"[9, 16, 21, 24, 29]",無
694,2009/08/27,"[24, 26, 28, 29, 37]",無
693,2009/08/26,"[7, 10, 17, 19, 26]",無
692,2009/08/25,"[7, 14, 17, 29, 37]",無
691,2009/08/24,"[1, 18, 22, 27, 39]",無
690,2009/08/21,"[17, 23, 26, 28, 31]",無
689,2009/08/20,"[9, 12, 14, 16, 34]",無
688,2009/08/19,"[6, 14, 20, 35, 36]",無
687,2009/08/18,"[6, 7, 15, 17, 26]",無
686,2009/08/17,"[1, 10, 25, 34, 38]",無
685,2009/08/14,"[8, 25, 28, 30, 37]",無
684,2009/08/13,"[8, 11, 15, 17, 31]",無
683,2009/08/12,"[5, 8, 17, 32, 37]",無
682,2009/08/11,"[5, 18, 22, 23, 32]",無
681,2009/08/10,"[3, 12, 19, 23, 39]",無
680,2009/08/07,"[1, 8, 14, 25, 37]",無
679,2009/08/06,"[16, 17, 28, 32, 33]",無
678,2009/08/05,"[2, 10, 25, 29, 37]",無
677,2009/08/04,"[10, 12, 14, 18, 34]",無
676,2009/08/03,"[1, 6, 20, 23, 26]",無
675,2009/07/31,"[13, 14, 16, 17, 32]",無
674,2009/07/30,"[3, 9, 18, 34, 38]",無
673,2009/07/29,"[2, 15, 23, 24, 33]",無
672,2009/07/28,"[3, 13, 19, 21, 37]",無
671,2009/07/27,"[5, 8, 36, 37, 38]",無
670,2009/07/24,"[14, 28, 30, 33, 34]",無
669,2009/07/23,"[1, 3, 24, 32, 39]",無
668,2009/07/22,"[3, 6, 10, 13, 22]",無
667,2009/07/21,"[3, 17, 24, 25, 32]",無
666,2009/07/20,"[4, 8, 9, 17, 38]",無
665,2009/07/17,"[1, 3, 6, 15, 33]",無
664,2009/07/16,"[2, 10, 21, 37, 39]",無
663,2009/07/15,"[2, 5, 27, 36, 37]",無
662,2009/07/14,"[3, 4, 7, 15, 23]",無
661,2009/07/13,"[14, 16, 31, 36, 37]",無
660,2009/07/10,"[3, 15, 25, 26, 31]",無
659,2009/07/09,"[6, 17, 21, 35, 37]",無
658,2009/07/08,"[12, 13, 22, 24, 33]",無
657,2009/07/07,"[1, 22, 27, 30, 36]",無
656,2009/07/06,"[3, 6, 7, 13, 23]",無
655,2009/07/03,"[2, 4, 14, 29, 35]",無
654,2009/07/02,"[4, 10, 25, 30, 31]",無
653,2009/07/01,"[9, 11, 25, 32, 33]",無
652,2009/06/30,"[1, 11, 21, 29, 31]",無
651,2009/06/29,"[3, 7, 9, 15, 24]",無
650,2009/06/26,"[13, 15, 20, 27, 39]",無
649,2009/06/25,"[2, 10, 19, 28, 38]",無
648,2009/06/24,"[16, 21, 22, 34, 38]",無
647,2009/06/23,"[17, 20, 21, 31, 32]",無
646,2009/06/22,"[10, 17, 21, 25, 34]",無
645,2009/06/19,"[6, 12, 18, 21, 37]",無
644,2009/06/18,"[1, 11, 19, 24, 29]",無
643,2009/06/17,"[7, 12, 16, 27, 36]",無
642,2009/06/16,"[4, 6, 15, 19, 20]",無
641,2009/06/15,"[7, 13, 18, 21, 27]",無
640,2009/06/12,"[4, 19, 33, 34, 35]",無
639,2009/06/11,"[14, 15, 19, 25, 33]",無
638,2009/06/10,"[12, 24, 27, 31, 35]",無
637,2009/06/09,"[6, 23, 31, 34, 38]",無
636,2009/06/08,"[9, 13, 22, 27, 33]",無
635,2009/06/05,"[2, 12, 14, 15, 38]",無
634,2009/06/04,"[15, 19, 25, 28, 36]",無
633,2009/06/03,"[8, 10, 20, 24, 37]",無
632,2009/06/02,"[1, 4, 6, 12, 18]",無
631,2009/06/01,"[1, 20, 21, 29, 31]",無
630,2009/05/29,"[5, 6, 9, 25, 38]",無
629,2009/05/28,"[9, 11, 30, 34, 38]",無
628,2009/05/27,"[14, 17, 21, 26, 32]",無
627,2009/05/26,"[1, 7, 16, 34, 36]",無
626,2009/05/25,"[1, 27, 30, 33, 39]",無
625,2009/05/22,"[3, 11, 12, 27, 34]",無
624,2009/05/21,"[2, 13, 20, 32, 39]",無
623,2009/05/20,"[9, 15, 18, 22, 23]",無
622,2009/05/19,"[3, 9, 11, 29, 31]",無
621,2009/05/18,"[3, 12, 13, 36, 38]",無
620,2009/05/15,"[24, 25, 26, 37, 39]",無
619,2009/05/14,"[9, 10, 20, 33, 37]",無
618,2009/05/13,"[11, 16, 20, 30, 37]",無
617,2009/05/12,"[1, 9, 11, 31, 34]",無
616,2009/05/11,"[1, 10, 16, 24, 39]",無
615,2009/05/08,"[1, 14, 22, 33, 34]",無
614,2009/05/07,"[19, 20, 21, 26, 30]",無
613,2009/05/06,"[5, 7, 16, 35, 39]",無
612,2009/05/05,"[6, 22, 28, 34, 37]",無
611,2009/05/04,"[12, 15, 16, 29, 33]",無
610,2009/05/01,"[12, 13, 29, 31, 36]",無
609,2009/04/30,"[15, 16, 22, 27, 37]",無
608,2009/04/29,"[1, 7, 13, 19, 20]",無
607,2009/04/28,"[2, 7, 35, 36, 38]",無
606,2009/04/27,"[3, 9, 16, 23, 29]",無
605,2009/04/24,"[11, 20, 28, 36, 38]",無
604,2009/04/23,"[1, 2, 21, 30, 31]",無
603,2009/04/22,"[2, 17, 20, 36, 38]",無
602,2009/04/21,"[11, 16, 20, 27, 28]",無
601,2009/04/20,"[1, 3, 29, 37, 39]",無
600,2009/04/17,"[7, 8, 32, 33, 39]",無
599,2009/04/16,"[4, 11, 15, 25, 30]",無
598,2009/04/15,"[3, 23, 29, 35, 38]",無
597,2009/04/14,"[3, 5, 21, 29, 30]",無
596,2009/04/13,"[3, 6, 17, 30, 38]",無
595,2009/04/10,"[1, 2, 3, 23, 32]",無
594,2009/04/09,"[5, 8, 18, 26, 36]",無
593,2009/04/08,"[3, 8, 10, 26, 33]",無
592,2009/04/07,"[2, 4, 10, 24, 39]",無
591,2009/04/06,"[16, 20, 35, 36, 39]",無
590,2009/04/03,"[12, 14, 19, 37, 39]",無
589,2009/04/02,"[13, 16, 23, 29, 31]",無
588,2009/04/01,"[11, 16, 22, 31, 36]",無
587,2009/03/31,"[20, 21, 25, 31, 34]",無
586,2009/03/30,"[8, 15, 25, 26, 28]",無
585,2009/03/27,"[3, 9, 12, 24, 39]",無
584,2009/03/26,"[1, 13, 16, 28, 29]",無
583,2009/03/25,"[14, 15, 17, 30, 32]",無
582,2009/03/24,"[5, 17, 21, 31, 38]",無
581,2009/03/23,"[5, 22, 24, 27, 28]",無
580,2009/03/20,"[9, 17, 33, 34, 36]",無
579,2009/03/19,"[2, 30, 31, 33, 39]",無
578,2009/03/18,"[4, 27, 32, 35, 38]",無
577,2009/03/17,"[5, 7, 13, 35, 37]",無
576,2009/03/16,"[1, 4, 11, 29, 38]",無
575,2009/03/13,"[3, 4, 13, 25, 36]",無
574,2009/03/12,"[12, 31, 32, 36, 37]",無
573,2009/03/11,"[12, 19, 32, 36, 39]",無
572,2009/03/10,"[4, 7, 9, 34, 38]",無
571,2009/03/09,"[10, 21, 24, 33, 36]",無
570,2009/03/06,"[6, 8, 9, 19, 38]",無
569,2009/03/05,"[1, 25, 29, 31, 38]",無
568,2009/03/04,"[5, 10, 29, 30, 36]",無
567,2009/03/03,"[1, 11, 19, 21, 22]",無
566,2009/03/02,"[3, 15, 24, 30, 33]",無
565,2009/02/27,"[1, 9, 13, 18, 25]",無
564,2009/02/26,"[2, 5, 6, 27, 35]",無
563,2009/02/25,"[16, 22, 24, 28, 36]",無
562,2009/02/24,"[3, 6, 11, 20, 30]",無
561,2009/02/23,"[15, 22, 32, 33, 39]",無
560,2009/02/20,"[2, 5, 19, 22, 24]",無
559,2009/02/19,"[7, 9, 15, 23, 31]",無
558,2009/02/18,"[1, 10, 19, 22, 34]",無
557,2009/02/17,"[1, 9, 18, 25, 36]",無
556,2009/02/16,"[3, 6, 23, 24, 35]",無
555,2009/02/13,"[4, 5, 29, 32, 38]",無
554,2009/02/12,"[5, 6, 24, 32, 36]",無
553,2009/02/11,"[5, 17, 18, 23, 37]",無
552,2009/02/10,"[20, 21, 24, 26, 30]",無
551,2009/02/09,"[6, 12, 15, 21, 23]",無
550,2009/02/06,"[7, 12, 20, 37, 39]",無
549,2009/02/05,"[4, 7, 16, 19, 25]",無
548,2009/02/04,"[5, 19, 22, 30, 33]",無
547,2009/02/03,"[5, 18, 30, 31, 39]",無
546,2009/02/02,"[8, 18, 23, 27, 37]",無
545,2009/01/30,"[16, 19, 30, 31, 38]",無
544,2009/01/29,"[4, 9, 16, 26, 31]",無
543,2009/01/28,"[5, 8, 9, 26, 29]",無
542,2009/01/27,"[2, 6, 9, 21, 36]",無
541,2009/01/26,"[2, 7, 14, 31, 39]",無
540,2009/01/23,"[2, 14, 21, 33, 39]",無
539,2009/01/22,"[4, 5, 21, 25, 35]",無
538,2009/01/21,"[2, 3, 9, 24, 35]",無
537,2009/01/20,"[5, 8, 26, 32, 38]",無
536,2009/01/19,"[3, 18, 24, 31, 36]",無
535,2009/01/16,"[8, 9, 25, 28, 35]",無
534,2009/01/15,"[14, 17, 29, 35, 36]",無
533,2009/01/14,"[4, 14, 25, 34, 38]",無
532,2009/01/13,"[2, 11, 21, 30, 34]",無
531,2009/01/12,"[10, 15, 20, 22, 36]",無
530,2009/01/09,"[1, 7, 11, 15, 30]",無
529,2009/01/08,"[27, 28, 32, 34, 35]",無
528,2009/01/07,"[12, 20, 26, 33, 39]",無
527,2009/01/06,"[2, 9, 10, 11, 37]",無
526,2009/01/05,"[2, 3, 21, 24, 29]",無
525,2009/01/02,"[12, 20, 30, 38, 39]",無
524,2009/01/01,"[6, 11, 14, 17, 32]",無
523,2008/12/31,"[8, 12, 36, 37, 39]",無
522,2008/12/30,"[3, 8, 13, 19, 37]",無
521,2008/12/29,"[9, 20, 22, 34, 36]",無
520,2008/12/26,"[11, 12, 25, 26, 35]",無
519,2008/12/25,"[8, 18, 32, 37, 38]",無
518,2008/12/24,"[2, 15, 25, 36, 37]",無
517,2008/12/23,"[3, 11, 20, 25, 37]",無
516,2008/12/22,"[5, 6, 20, 31, 37]",無
515,2008/12/19,"[8, 12, 18, 24, 28]",無
514,2008/12/18,"[14, 16, 28, 35, 37]",無
513,2008/12/17,"[5, 8, 11, 14, 22]",無
512,2008/12/16,"[12, 16, 18, 25, 28]",無
511,2008/12/15,"[2, 5, 33, 36, 39]",無
510,2008/12/12,"[10, 14, 23, 25, 32]",無
509,2008/12/11,"[1, 4, 10, 14, 17]",無
508,2008/12/10,"[14, 20, 22, 27, 30]",無
507,2008/12/09,"[2, 26, 28, 31, 35]",無
506,2008/12/08,"[13, 27, 35, 37, 38]",無
505,2008/12/05,"[5, 7, 31, 36, 38]",無
504,2008/12/04,"[17, 19, 21, 38, 39]",無
503,2008/12/03,"[8, 9, 19, 28, 32]",無
502,2008/12/02,"[6, 9, 15, 17, 31]",無
501,2008/12/01,"[5, 7, 10, 19, 36]",無
500,2008/11/28,"[14, 15, 16, 18, 39]",無
499,2008/11/27,"[8, 14, 21, 28, 36]",無
498,2008/11/26,"[4, 18, 24, 26, 30]",無
497,2008/11/25,"[5, 12, 15, 18, 29]",無
496,2008/11/24,"[1, 2, 24, 25, 34]",無
495,2008/11/21,"[5, 10, 14, 23, 27]",無
494,2008/11/20,"[2, 21, 28, 38, 39]",無
493,2008/11/19,"[29, 30, 31, 33, 34]",無
492,2008/11/18,"[7, 8, 18, 22, 24]",無
491,2008/11/17,"[17, 19, 30, 31, 36]",無
490,2008/11/14,"[4, 5, 12, 13, 29]",無
489,2008/11/13,"[8, 23, 25, 26, 34]",無
488,2008/11/12,"[5, 11, 24, 28, 31]",無
487,2008/11/11,"[8, 23, 32, 33, 39]",無
486,2008/11/10,"[4, 19, 26, 30, 31]",無
485,2008/11/07,"[3, 5, 7, 22, 28]",無
484,2008/11/06,"[1, 8, 12, 13, 35]",無
483,2008/11/05,"[1, 24, 31, 34, 37]",無
482,2008/11/04,"[5, 9, 10, 15, 25]",無
481,2008/11/03,"[11, 23, 27, 33, 36]",無
480,2008/10/31,"[5, 29, 31, 35, 38]",無
479,2008/10/30,"[5, 9, 17, 26, 32]",無
478,2008/10/29,"[17, 18, 19, 26, 30]",無
477,2008/10/28,"[3, 4, 15, 28, 38]",無
476,2008/10/27,"[3, 18, 31, 32, 33]",無
475,2008/10/24,"[5, 21, 24, 32, 38]",無
474,2008/10/23,"[8, 34, 36, 37, 39]",無
473,2008/10/22,"[9, 11, 16, 21, 33]",無
472,2008/10/21,"[8, 14, 21, 25, 28]",無
471,2008/10/20,"[3, 4, 5, 24, 31]",無
470,2008/10/17,"[3, 4, 6, 30, 38]",無
469,2008/10/16,"[10, 14, 23, 32, 38]",無
468,2008/10/15,"[3, 4, 8, 23, 26]",無
467,2008/10/14,"[2, 14, 15, 35, 38]",無
466,2008/10/13,"[6, 10, 11, 13, 14]",無
465,2008/10/10,"[1, 6, 8, 25, 36]",無
464,2008/10/09,"[1, 4, 19, 20, 37]",無
463,2008/10/08,"[2, 15, 32, 34, 37]",無
462,2008/10/07,"[10, 18, 19, 23, 30]",無
461,2008/10/06,"[5, 12, 16, 24, 32]",無
460,2008/10/03,"[7, 21, 23, 27, 36]",無
459,2008/10/02,"[3, 4, 12, 19, 35]",無
458,2008/10/01,"[13, 15, 23, 25, 34]",無
457,2008/09/30,"[2, 3, 15, 19, 32]",無
456,2008/09/29,"[4, 13, 19, 22, 37]",無
455,2008/09/26,"[5, 12, 27, 34, 39]",無
454,2008/09/25,"[1, 13, 16, 23, 32]",無
453,2008/09/24,"[6, 18, 19, 27, 30]",無
452,2008/09/23,"[9, 24, 25, 30, 34]",無
451,2008/09/22,"[10, 15, 16, 25, 33]",無
450,2008/09/19,"[2, 13, 17, 23, 27]",無
449,2008/09/18,"[15, 25, 27, 34, 35]",無
448,2008/09/17,"[8, 16, 33, 36, 37]",無
447,2008/09/16,"[4, 10, 14, 17, 25]",無
446,2008/09/15,"[2, 11, 16, 26, 37]",無
445,2008/09/12,"[3, 6, 10, 12, 26]",無
444,2008/09/11,"[10, 12, 29, 34, 35]",無
443,2008/09/10,"[2, 16, 28, 32, 33]",無
442,2008/09/09,"[8, 24, 28, 38, 39]",無
441,2008/09/08,"[1, 10, 18, 31, 37]",無
440,2008/09/05,"[4, 15, 20, 31, 34]",無
439,2008/09/04,"[3, 13, 30, 37, 39]",無
438,2008/09/03,"[1, 5, 28, 32, 33]",無
437,2008/09/02,"[4, 6, 20, 21, 35]",無
436,2008/09/01,"[15, 26, 27, 28, 37]",無
435,2008/08/29,"[11, 14, 21, 28, 38]",無
434,2008/08/28,"[1, 16, 31, 33, 37]",無
433,2008/08/27,"[1, 2, 13, 18, 38]",無
432,2008/08/26,"[4, 6, 11, 28, 30]",無
431,2008/08/25,"[11, 20, 21, 24, 35]",無
430,2008/08/22,"[1, 3, 9, 10, 20]",無
429,2008/08/21,"[12, 13, 23, 28, 37]",無
428,2008/08/20,"[17, 30, 31, 35, 37]",無
427,2008/08/19,"[8, 14, 20, 31, 37]",無
426,2008/08/18,"[2, 4, 23, 27, 32]",無
425,2008/08/15,"[4, 7, 23, 34, 38]",無
424,2008/08/14,"[18, 22, 25, 28, 39]",無
423,2008/08/13,"[3, 8, 29, 32, 34]",無
422,2008/08/12,"[3, 5, 9, 28, 33]",無
421,2008/08/11,"[4, 6, 10, 14, 36]",無
420,2008/08/08,"[1, 6, 14, 17, 31]",無
419,2008/08/07,"[8, 11, 15, 25, 26]",無
418,2008/08/06,"[22, 27, 30, 33, 38]",無
417,2008/08/05,"[3, 10, 13, 20, 33]",無
416,2008/08/04,"[9, 11, 14, 17, 25]",無
415,2008/08/01,"[1, 10, 23, 29, 36]",無
414,2008/07/31,"[3, 20, 24, 31, 39]",無
413,2008/07/30,"[6, 10, 17, 28, 34]",無
412,2008/07/29,"[6, 12, 13, 32, 38]",無
411,2008/07/28,"[15, 22, 24, 26, 36]",無
410,2008/07/25,"[8, 17, 26, 28, 32]",無
409,2008/07/24,"[1, 8, 11, 13, 38]",無
408,2008/07/23,"[4, 18, 22, 26, 30]",無
407,2008/07/22,"[5, 6, 19, 21, 28]",無
406,2008/07/21,"[5, 10, 17, 19, 23]",無
405,2008/07/18,"[9, 13, 19, 23, 39]",無
404,2008/07/17,"[2, 8, 20, 25, 27]",無
403,2008/07/16,"[3, 8, 16, 17, 30]",無
402,2008/07/15,"[2, 20, 25, 27, 28]",無
401,2008/07/14,"[2, 9, 32, 33, 37]",無
400,2008/07/11,"[5, 10, 12, 30, 34]",無
399,2008/07/10,"[13, 16, 22, 26, 34]",無
398,2008/07/09,"[1, 11, 17, 21, 34]",無
397,2008/07/08,"[3, 5, 8, 20, 23]",無
396,2008/07/07,"[9, 16, 20, 37, 38]",無
395,2008/07/04,"[20, 25, 31, 33, 39]",無
394,2008/07/03,"[1, 4, 16, 18, 37]",無
393,2008/07/02,"[10, 14, 27, 33, 39]",無
392,2008/07/01,"[6, 9, 10, 35, 36]",無
391,2008/06/30,"[5, 20, 31, 36, 37]",無
390,2008/06/27,"[6, 12, 19, 22, 34]",無
389,2008/06/26,"[1, 9, 17, 22, 24]",無
388,2008/06/25,"[6, 7, 18, 28, 34]",無
387,2008/06/24,"[5, 7, 13, 27, 35]",無
386,2008/06/23,"[14, 17, 18, 24, 29]",無
385,2008/06/20,"[5, 6, 12, 17, 23]",無
384,2008/06/19,"[4, 6, 11, 18, 29]",無
383,2008/06/18,"[5, 16, 18, 19, 30]",無
382,2008/06/17,"[1, 4, 10, 16, 37]",無
381,2008/06/16,"[21, 25, 28, 30, 33]",無
380,2008/06/13,"[1, 4, 9, 33, 38]",無
379,2008/06/12,"[12, 17, 29, 35, 39]",無
378,2008/06/11,"[7, 11, 14, 19, 20]",無
377,2008/06/10,"[3, 9, 25, 26, 35]",無
376,2008/06/09,"[7, 16, 20, 27, 35]",無
375,2008/06/06,"[7, 11, 20, 28, 31]",無
374,2008/06/05,"[4, 17, 23, 27, 29]",無
373,2008/06/04,"[19, 20, 27, 29, 33]",無
372,2008/06/03,"[6, 9, 19, 33, 35]",無
371,2008/06/02,"[2, 6, 8, 29, 32]",無
370,2008/05/30,"[16, 23, 25, 30, 33]",無
369,2008/05/29,"[6, 14, 21, 23, 34]",無
368,2008/05/28,"[1, 3, 30, 31, 39]",無
367,2008/05/27,"[30, 31, 32, 33, 38]",無
366,2008/05/26,"[2, 3, 17, 23, 30]",無
365,2008/05/23,"[8, 11, 33, 34, 35]",無
364,2008/05/22,"[11, 21, 25, 31, 38]",無
363,2008/05/21,"[8, 12, 20, 34, 35]",無
362,2008/05/20,"[4, 18, 24, 28, 38]",無
361,2008/05/19,"[10, 11, 28, 31, 34]",無
360,2008/05/16,"[13, 18, 20, 21, 23]",無
359,2008/05/15,"[11, 18, 21, 27, 38]",無
358,2008/05/14,"[4, 28, 31, 36, 37]",無
357,2008/05/13,"[6, 21, 29, 31, 36]",無
356,2008/05/12,"[5, 9, 18, 31, 35]",無
355,2008/05/09,"[5, 24, 26, 32, 34]",無
354,2008/05/08,"[23, 27, 33, 35, 39]",無
353,2008/05/07,"[4, 18, 19, 27, 35]",無
352,2008/05/06,"[8, 16, 17, 33, 38]",無
351,2008/05/05,"[16, 19, 27, 29, 33]",無
350,2008/05/02,"[1, 13, 15, 16, 30]",無
349,2008/05/01,"[5, 17, 20, 25, 34]",無
348,2008/04/30,"[10, 25, 27, 30, 39]",無
347,2008/04/29,"[4, 7, 8, 11, 29]",無
346,2008/04/28,"[2, 15, 17, 19, 21]",無
345,2008/04/25,"[4, 7, 11, 19, 24]",無
344,2008/04/24,"[3, 14, 25, 33, 38]",無
343,2008/04/23,"[4, 5, 7, 9, 21]",無
342,2008/04/22,"[3, 10, 12, 19, 24]",無
341,2008/04/21,"[8, 15, 22, 24, 33]",無
340,2008/04/18,"[11, 12, 20, 32, 35]",無
339,2008/04/17,"[5, 19, 22, 28, 29]",無
338,2008/04/16,"[7, 18, 20, 22, 33]",無
337,2008/04/15,"[6, 18, 25, 26, 31]",無
336,2008/04/14,"[2, 10, 17, 18, 21]",無
335,2008/04/11,"[5, 16, 30, 34, 37]",無
334,2008/04/10,"[5, 8, 9, 17, 24]",無
333,2008/04/09,"[9, 13, 15, 21, 28]",無
332,2008/04/08,"[7, 10, 15, 37, 38]",無
331,2008/04/07,"[6, 7, 16, 22, 24]",無
330,2008/04/04,"[10, 17, 21, 32, 35]",無
329,2008/04/03,"[2, 18, 21, 24, 36]",無
328,2008/04/02,"[4, 10, 14, 24, 26]",無
327,2008/04/01,"[6, 12, 16, 18, 35]",無
326,2008/03/31,"[9, 16, 30, 32, 38]",無
325,2008/03/28,"[7, 14, 31, 35, 39]",無
324,2008/03/27,"[14, 20, 26, 29, 37]",無
323,2008/03/26,"[9, 12, 13, 15, 31]",無
322,2008/03/25,"[1, 3, 8, 30, 36]",無
321,2008/03/24,"[2, 5, 26, 29, 30]",無
320,2008/03/21,"[4, 10, 19, 20, 30]",無
319,2008/03/20,"[3, 6, 20, 22, 29]",無
318,2008/03/19,"[1, 14, 19, 21, 33]",無
317,2008/03/18,"[10, 16, 20, 31, 32]",無
316,2008/03/17,"[2, 11, 16, 20, 37]",無
315,2008/03/14,"[2, 6, 16, 26, 28]",無
314,2008/03/13,"[1, 11, 19, 21, 33]",無
313,2008/03/12,"[9, 24, 27, 36, 37]",無
312,2008/03/11,"[4, 10, 16, 17, 22]",無
311,2008/03/10,"[13, 16, 17, 29, 31]",無
310,2008/03/07,"[6, 7, 15, 36, 39]",無
309,2008/03/06,"[3, 9, 15, 17, 21]",無
308,2008/03/05,"[2, 10, 13, 14, 15]",無
307,2008/03/04,"[5, 11, 12, 19, 21]",無
306,2008/03/03,"[4, 5, 10, 13, 22]",無
305,2008/02/29,"[8, 25, 27, 34, 38]",無
304,2008/02/28,"[1, 3, 9, 20, 22]",無
303,2008/02/27,"[1, 6, 33, 34, 35]",無
302,2008/02/26,"[28, 30, 32, 36, 37]",無
301,2008/02/25,"[1, 4, 18, 23, 31]",無
300,2008/02/22,"[9, 22, 23, 26, 32]",無
299,2008/02/21,"[6, 10, 22, 31, 37]",無
298,2008/02/20,"[11, 20, 27, 30, 33]",無
297,2008/02/19,"[11, 16, 24, 30, 35]",無
296,2008/02/18,"[5, 14, 17, 18, 21]",無
295,2008/02/15,"[1, 24, 26, 27, 39]",無
294,2008/02/14,"[3, 4, 10, 36, 39]",無
293,2008/02/13,"[14, 28, 34, 36, 37]",無
292,2008/02/12,"[1, 10, 12, 28, 38]",無
291,2008/02/11,"[13, 18, 25, 37, 38]",無
290,2008/02/08,"[3, 10, 11, 34, 38]",無
289,2008/02/07,"[6, 30, 32, 33, 34]",無
288,2008/02/06,"[4, 17, 18, 29, 33]",無
287,2008/02/05,"[1, 4, 10, 18, 31]",無
286,2008/02/04,"[3, 12, 23, 26, 34]",無
285,2008/02/01,"[3, 10, 23, 34, 37]",無
284,2008/01/31,"[1, 2, 17, 24, 35]",無
283,2008/01/30,"[1, 16, 17, 28, 37]",無
282,2008/01/29,"[1, 4, 9, 10, 29]",無
281,2008/01/28,"[2, 13, 28, 32, 36]",無
280,2008/01/25,"[2, 8, 15, 17, 20]",無
279,2008/01/24,"[1, 8, 12, 26, 37]",無
278,2008/01/23,"[1, 3, 4, 11, 28]",無
277,2008/01/22,"[1, 4, 7, 17, 23]",無
276,2008/01/21,"[1, 11, 23, 26, 29]",無
275,2008/01/18,"[5, 15, 31, 32, 36]",無
274,2008/01/17,"[2, 20, 35, 37, 38]",無
273,2008/01/16,"[9, 10, 11, 23, 30]",無
272,2008/01/15,"[5, 11, 16, 21, 26]",無
271,2008/01/14,"[4, 19, 34, 35, 38]",無
270,2008/01/11,"[4, 8, 27, 30, 32]",無
269,2008/01/10,"[1, 8, 11, 22, 39]",無
268,2008/01/09,"[4, 9, 16, 19, 29]",無
267,2008/01/08,"[1, 12, 19, 20, 35]",無
266,2008/01/07,"[2, 11, 18, 19, 21]",無
265,2008/01/04,"[7, 17, 20, 28, 36]",無
264,2008/01/03,"[18, 28, 32, 33, 38]",無
263,2008/01/02,"[2, 9, 10, 24, 30]",無
262,2008/01/01,"[11, 26, 31, 35, 37]",無
261,2007/12/31,"[11, 12, 20, 25, 37]",無
260,2007/12/28,"[1, 2, 14, 22, 30]",無
259,2007/12/27,"[1, 3, 4, 19, 26]",無
258,2007/12/26,"[1, 11, 18, 20, 33]",無
257,2007/12/25,"[2, 4, 13, 22, 28]",無
256,2007/12/24,"[19, 31, 34, 36, 37]",無
255,2007/12/21,"[1, 2, 30, 37, 38]",無
254,2007/12/20,"[13, 16, 24, 29, 30]",無
253,2007/12/19,"[6, 7, 13, 27, 39]",無
252,2007/12/18,"[7, 21, 24, 30, 36]",無
251,2007/12/17,"[2, 8, 13, 24, 26]",無
250,2007/12/14,"[2, 14, 15, 28, 37]",無
249,2007/12/13,"[7, 13, 22, 26, 32]",無
248,2007/12/12,"[10, 19, 27, 36, 38]",無
247,2007/12/11,"[15, 20, 21, 24, 35]",無
246,2007/12/10,"[2, 7, 18, 19, 38]",無
245,2007/12/07,"[15, 16, 22, 24, 28]",無
244,2007/12/06,"[11, 14, 29, 32, 39]",無
243,2007/12/05,"[3, 8, 9, 11, 36]",無
242,2007/12/04,"[11, 15, 32, 36, 39]",無
241,2007/12/03,"[3, 11, 24, 28, 31]",無
240,2007/11/30,"[3, 9, 27, 32, 35]",無
239,2007/11/29,"[12, 15, 24, 29, 38]",無
238,2007/11/28,"[1, 6, 11, 14, 28]",無
237,2007/11/27,"[5, 11, 12, 19, 34]",無
236,2007/11/26,"[5, 12, 19, 29, 30]",無
235,2007/11/23,"[7, 13, 16, 24, 31]",無
234,2007/11/22,"[4, 12, 15, 30, 38]",無
233,2007/11/21,"[6, 10, 17, 20, 38]",無
232,2007/11/20,"[7, 25, 32, 34, 36]",無
231,2007/11/19,"[10, 17, 19, 20, 25]",無
230,2007/11/16,"[1, 5, 10, 19, 32]",無
229,2007/11/15,"[6, 21, 29, 35, 37]",無
228,2007/11/14,"[2, 9, 24, 31, 39]",無
227,2007/11/13,"[5, 6, 16, 18, 29]",無
226,2007/11/12,"[30, 33, 34, 36, 37]",無
225,2007/11/09,"[2, 12, 18, 28, 36]",無
224,2007/11/08,"[23, 24, 25, 29, 36]",無
223,2007/11/07,"[6, 12, 20, 21, 30]",無
222,2007/11/06,"[9, 26, 32, 33, 37]",無
221,2007/11/05,"[12, 26, 28, 31, 38]",無
220,2007/11/02,"[1, 4, 5, 30, 31]",無
219,2007/11/01,"[9, 12, 14, 22, 30]",無
218,2007/10/31,"[15, 23, 28, 35, 36]",無
217,2007/10/30,"[3, 4, 6, 22, 27]",無
216,2007/10/29,"[3, 4, 17, 32, 39]",無
215,2007/10/26,"[17, 19, 23, 29, 37]",無
214,2007/10/25,"[9, 11, 16, 20, 31]",無
213,2007/10/24,"[1, 3, 17, 29, 31]",無
212,2007/10/23,"[3, 4, 9, 22, 39]",無
211,2007/10/22,"[1, 13, 18, 23, 33]",無
210,2007/10/19,"[7, 22, 27, 29, 32]",無
209,2007/10/18,"[11, 13, 21, 22, 31]",無
208,2007/10/17,"[3, 7, 18, 19, 23]",無
207,2007/10/16,"[11, 15, 20, 22, 34]",無
206,2007/10/15,"[9, 10, 17, 18, 31]",無
205,2007/10/12,"[1, 12, 13, 17, 23]",無
204,2007/10/11,"[4, 18, 23, 26, 36]",無
203,2007/10/10,"[1, 8, 22, 24, 27]",無
202,2007/10/09,"[5, 7, 12, 22, 26]",無
201,2007/10/08,"[14, 16, 19, 21, 34]",無
200,2007/10/05,"[8, 11, 25, 34, 39]",無
